time,parent,analyte,matrix,conc,replicate,microMexp
0,Atrazine,DIA,microsomes,0,4,150
15,Atrazine,DIA,microsomes,0,1,150
15,Atrazine,DIA,microsomes,0,2,150
15,Atrazine,DIA,microsomes,0,3,150
15,Atrazine,DIA,microsomes,0,4,150
30,Atrazine,DIA,microsomes,0.427606743,1,150
30,Atrazine,DIA,microsomes,0,2,150
30,Atrazine,DIA,microsomes,0,3,150
30,Atrazine,DIA,microsomes,0,4,150
60,Atrazine,DIA,microsomes,2.289419294,1,150
60,Atrazine,DIA,microsomes,1.069410045,2,150
60,Atrazine,DIA,microsomes,0.075701382,3,150
90,Atrazine,DIA,microsomes,0.947515115,1,150
90,Atrazine,DIA,microsomes,1.465833554,2,150
90,Atrazine,DIA,microsomes,0.607269269,3,150
0,Atrazine,DIA,microsomes,0,1,200
0,Atrazine,DIA,microsomes,0,2,200
0,Atrazine,DIA,microsomes,0,3,200
15,Atrazine,DIA,microsomes,0,1,200
15,Atrazine,DIA,microsomes,0,2,200
15,Atrazine,DIA,microsomes,0,3,200
30,Atrazine,DIA,microsomes,0,1,200
30,Atrazine,DIA,microsomes,0,2,200
30,Atrazine,DIA,microsomes,0,3,200
60,Atrazine,DIA,microsomes,0.147179292,1,200
60,Atrazine,DIA,microsomes,0.49374336,2,200
60,Atrazine,DIA,microsomes,0.185151589,3,200
90,Atrazine,DIA,microsomes,0.905020781,1,200
90,Atrazine,DIA,microsomes,0.751527127,2,200
90,Atrazine,DIA,microsomes,0.778803003,3,200
0,Atrazine,DEA,microsomes,0,1,50
0,Atrazine,DEA,microsomes,0,2,50
0,Atrazine,DEA,microsomes,0,3,50
15,Atrazine,DEA,microsomes,0.105334715,1,50
15,Atrazine,DEA,microsomes,0.177716074,2,50
15,Atrazine,DEA,microsomes,0.215668236,3,50
30,Atrazine,DEA,microsomes,0.273065521,1,50
30,Atrazine,DEA,microsomes,0.362248011,2,50
30,Atrazine,DEA,microsomes,0.403265809,3,50
60,Atrazine,DEA,microsomes,0.502168642,1,50
60,Atrazine,DEA,microsomes,0.64289193,2,50
60,Atrazine,DEA,microsomes,0.720570734,3,50
90,Atrazine,DEA,microsomes,0.725802164,1,50
90,Atrazine,DEA,microsomes,0.865500124,2,50
90,Atrazine,DEA,microsomes,0.956691847,3,50
0,Atrazine,DEA,microsomes,0,1,10
0,Atrazine,DEA,microsomes,0,2,10
0,Atrazine,DEA,microsomes,0,3,10
15,Atrazine,DEA,microsomes,0.062527948,1,10
15,Atrazine,DEA,microsomes,0.066722432,2,10
15,Atrazine,DEA,microsomes,0.073739184,3,10
30,Atrazine,DEA,microsomes,0.13417786,1,10
30,Atrazine,DEA,microsomes,0.142144514,2,10
30,Atrazine,DEA,microsomes,0.153899766,3,10
60,Atrazine,DEA,microsomes,0.359398841,1,10
60,Atrazine,DEA,microsomes,0.284549411,2,10
60,Atrazine,DEA,microsomes,0.293488967,3,10
60,Atrazine,DEA,microsomes,0.291970799,4,10
90,Atrazine,DEA,microsomes,0.378114427,2,10
90,Atrazine,DEA,microsomes,0.405964967,3,10
0,Atrazine,DEA,microsomes,0,1,100
0,Atrazine,DEA,microsomes,0,2,100
0,Atrazine,DEA,microsomes,0,3,100
15,Atrazine,DEA,microsomes,0.692469949,1,100
15,Atrazine,DEA,microsomes,0.598237597,2,100
15,Atrazine,DEA,microsomes,0.603481745,3,100
30,Atrazine,DEA,microsomes,1.23886552,1,100
30,Atrazine,DEA,microsomes,1.156190328,2,100
30,Atrazine,DEA,microsomes,1.011651128,3,100
60,Atrazine,DEA,microsomes,2.056702931,1,100
60,Atrazine,DEA,microsomes,1.850305243,2,100
60,Atrazine,DEA,microsomes,1.516060546,3,100
90,Atrazine,DEA,microsomes,2.637550555,1,100
90,Atrazine,DEA,microsomes,2.271829323,2,100
90,Atrazine,DEA,microsomes,2.15464298,3,100
0,Atrazine,DEA,microsomes,0,1,75
0,Atrazine,DEA,microsomes,0,2,75
0,Atrazine,DEA,microsomes,0,3,75
15,Atrazine,DEA,microsomes,0.126910879,1,75
15,Atrazine,DEA,microsomes,0.194298986,2,75
15,Atrazine,DEA,microsomes,0.205689666,3,75
30,Atrazine,DEA,microsomes,0.343048244,1,75
30,Atrazine,DEA,microsomes,0.344665429,2,75
30,Atrazine,DEA,microsomes,0.433300567,3,75
60,Atrazine,DEA,microsomes,0.79823473,1,75
60,Atrazine,DEA,microsomes,0.910129645,2,75
60,Atrazine,DEA,microsomes,0.789753599,3,75
90,Atrazine,DEA,microsomes,1.097803094,1,75
90,Atrazine,DEA,microsomes,1.250836941,2,75
90,Atrazine,DEA,microsomes,0.891346428,3,75
0,Atrazine,DEA,microsomes,0,1,125
0,Atrazine,DEA,microsomes,0,2,125
0,Atrazine,DEA,microsomes,0,3,125
15,Atrazine,DEA,microsomes,0.660583406,1,125
15,Atrazine,DEA,microsomes,0.521827731,2,125
15,Atrazine,DEA,microsomes,0.519014334,3,125
30,Atrazine,DEA,microsomes,0.937060708,2,125
30,Atrazine,DEA,microsomes,0.947234926,3,125
60,Atrazine,DEA,microsomes,1.586433592,2,125
60,Atrazine,DEA,microsomes,1.701961252,3,125
90,Atrazine,DEA,microsomes,2.098184546,1,125
90,Atrazine,DEA,microsomes,2.114078113,2,125
90,Atrazine,DEA,microsomes,1.9947066,3,125
0,Atrazine,DEA,microsomes,0,1,0.712
0,Atrazine,DEA,microsomes,0,2,0.712
0,Atrazine,DEA,microsomes,0,3,0.712
15,Atrazine,DEA,microsomes,0,1,0.712
15,Atrazine,DEA,microsomes,0,2,0.712
15,Atrazine,DEA,microsomes,0,3,0.712
30,Atrazine,DEA,microsomes,0,1,0.712
30,Atrazine,DEA,microsomes,0,2,0.712
30,Atrazine,DEA,microsomes,0,3,0.712
60,Atrazine,DEA,microsomes,0,1,0.712
60,Atrazine,DEA,microsomes,0,2,0.712
90,Atrazine,DEA,microsomes,0,1,0.712
90,Atrazine,DEA,microsomes,0,2,0.712
90,Atrazine,DEA,microsomes,0,3,0.712
0,Atrazine,DEA,microsomes,0,1,3.1684
0,Atrazine,DEA,microsomes,0,2,3.1684
0,Atrazine,DEA,microsomes,0,3,3.1684
15,Atrazine,DEA,microsomes,0,1,3.1684
15,Atrazine,DEA,microsomes,0,2,3.1684
15,Atrazine,DEA,microsomes,0,3,3.1684
30,Atrazine,DEA,microsomes,0,1,3.1684
30,Atrazine,DEA,microsomes,0,2,3.1684
30,Atrazine,DEA,microsomes,0,3,3.1684
60,Atrazine,DEA,microsomes,0.004276181,1,3.1684
60,Atrazine,DEA,microsomes,0,2,3.1684
60,Atrazine,DEA,microsomes,0,3,3.1684
90,Atrazine,DEA,microsomes,0.068958259,1,3.1684
90,Atrazine,DEA,microsomes,0.095246481,2,3.1684
90,Atrazine,DEA,microsomes,0.042564751,3,3.1684
0,Atrazine,DEA,microsomes,0,1,200
0,Atrazine,DEA,microsomes,0,2,200
0,Atrazine,DEA,microsomes,0,3,200
15,Atrazine,DEA,microsomes,0,1,200
15,Atrazine,DEA,microsomes,0,2,200
15,Atrazine,DEA,microsomes,0,3,200
30,Atrazine,DEA,microsomes,0,1,200
30,Atrazine,DEA,microsomes,0,2,200
30,Atrazine,DEA,microsomes,0,3,200
60,Atrazine,DEA,microsomes,0,1,200
60,Atrazine,DEA,microsomes,0.08814803,2,200
60,Atrazine,DEA,microsomes,0,3,200
90,Atrazine,DEA,microsomes,0.636612173,1,200
90,Atrazine,DEA,microsomes,0.308057976,2,200
90,Atrazine,DEA,microsomes,0.343301822,3,200
0,Atrazine,DEA,microsomes,0,1,250
0,Atrazine,DEA,microsomes,0,2,250
0,Atrazine,DEA,microsomes,0,3,250
15,Atrazine,DEA,microsomes,0.303186347,1,250
15,Atrazine,DEA,microsomes,0.314346484,2,250
15,Atrazine,DEA,microsomes,0.32890249,3,250
30,Atrazine,DEA,microsomes,0.470955087,1,250
30,Atrazine,DEA,microsomes,0.418661875,3,250
60,Atrazine,DEA,microsomes,0.69686814,1,250
60,Atrazine,DEA,microsomes,0.65732937,2,250
90,Atrazine,DEA,microsomes,1.058297138,1,250
90,Atrazine,DEA,microsomes,1.054151944,2,250
90,Atrazine,DEA,microsomes,0.826804017,3,250
0,Atrazine,DEA,microsomes,0,1,150
0,Atrazine,DEA,microsomes,0,2,150
0,Atrazine,DEA,microsomes,0,3,150
0,Atrazine,DEA,microsomes,0,4,150
15,Atrazine,DEA,microsomes,0.254933833,1,150
15,Atrazine,DEA,microsomes,0.313847964,2,150
15,Atrazine,DEA,microsomes,0,3,150
15,Atrazine,DEA,microsomes,0.307570229,4,150
30,Atrazine,DEA,microsomes,1.100979382,1,150
30,Atrazine,DEA,microsomes,0,2,150
30,Atrazine,DEA,microsomes,0,3,150
30,Atrazine,DEA,microsomes,0,4,150
60,Atrazine,DEA,microsomes,4.59284888,1,150
60,Atrazine,DEA,microsomes,1.849478583,2,150
60,Atrazine,DEA,microsomes,1.908392713,3,150
60,Atrazine,DEA,microsomes,0.504111632,4,150
90,Atrazine,DEA,microsomes,1.684325856,1,150
90,Atrazine,DEA,microsomes,0.868220275,2,150
90,Atrazine,DEA,microsomes,2.611016157,3,150
90,Atrazine,DEA,microsomes,0.938724071,4,150
